	"lang"
{
	"Language"		"Russian"
		"DOTA_Tooltip_ability_dark_knight_dark_energy_zone_radius"	"РАДИУС:"

		"DOTA_Tooltip_modifier_dark_knight_dark_energy_zone_effect"	"Зона Вечной Энергии"
		"DOTA_Tooltip_modifier_dark_knight_dark_energy_zone_effect_Description"	"Снижение потери маны увеличено до 100%%. При исчезновении эффекта герой лишится %dMODIFIER_PROPERTY_TOOLTIP% маны."

		"DOTA_Tooltip_ability_dark_knight_incinerate"	"Поглощающий Мрак"
		"DOTA_Tooltip_ability_dark_knight_incinerate_Description"	"Атаки по одному и тому же врагу наносят больше урона с каждым разом. При смерти враг взрывается, нанося ближайшим противникам Темного Рыцаря урон.<br>Оживший Огонь — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."
		"DOTA_Tooltip_ability_dark_knight_incinerate_damage_per_stack"	"УВЕЛИЧЕНИЕ УРОНА ЗА УДАР:"
		"DOTA_Tooltip_ability_dark_knight_incinerate_incineration_damage"	"УРОН ПРИ ВЗРЫВЕ:"

		"DOTA_Tooltip_modifier_dark_knight_incinerate_target"	"Поглощающий Мрак"
		"DOTA_Tooltip_modifier_dark_knight_incinerate_target_Description"	"Этот воин получает дополнительный урон от Темного Рыцаря. Он также взорвется при смерти."

		"DOTA_Tooltip_ability_dark_knight_speed"	"Безжалостный Натиск"
		"DOTA_Tooltip_ability_dark_knight_speed_Description"	"Темный Рыцарь получает дополнительную скорость атаки. Он также увеличивает ее с каждым ударом на 9 единиц. Лимит такой скорости - 45 единиц."
		"DOTA_Tooltip_ability_dark_knight_speed_bonus_attack_speed"	"ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_dark_knight_speed_duration"	"ДЛИТЕЛЬНОСТЬ ОДНОГО БОНУСА:"

		"DOTA_Tooltip_modifier_dark_knight_speed"	"Безжалостный Натиск"
		"DOTA_Tooltip_modifier_dark_knight_speed_Description"	"Дополнительная скорость атаки."
		
		"DOTA_Tooltip_ability_dark_ranger_black_arrow"	"Чёрная Стрела"
		"DOTA_Tooltip_ability_dark_ranger_black_arrow_Description"	"Темная Лучница наносит дополнительный урон при атаке. Если воин, находящийся под воздействием чёрной стрелы, умрет, то он сразу возродится и будет сражаться на стороне Темной Лучницы.<br>Чёрная Стрела — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."
		"DOTA_Tooltip_ability_dark_ranger_black_arrow_lifetime"	"ВРЕМЯ ЖИЗНИ ЮНИТОВ:"

		"DOTA_Tooltip_ability_dark_ranger_black_arrow_ultimate"	"Чёрная Стрела"
		"DOTA_Tooltip_ability_dark_ranger_black_arrow_ultimate_Description"	"Темная Лучница наносит дополнительный урон при атаке. Если воин, находящийся под воздействием чёрной стрелы, умрет, то он сразу возродится и будет сражаться на стороне Темной Лучницы.<br>Чёрная Стрела — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."
		"DOTA_Tooltip_ability_dark_ranger_black_arrow_ultimate_lifetime"	"ВРЕМЯ ЖИЗНИ ЮНИТОВ:"

		"DOTA_Tooltip_ability_dark_ranger_magic_arrow"	"Магическая Стрела"
		"DOTA_Tooltip_ability_dark_ranger_magic_arrow_Description"	"Темная Лучница выпускает магическую стрелу в указанного противника. Защита цели при этом снижается, а запас здоровья уменьшается со временем. Противникам, находящимся рядом с целью, наносится меньший урон."
		"DOTA_Tooltip_ability_dark_ranger_magic_arrow_reduce_armor"	"СНИЖЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_dark_ranger_magic_arrow_dps_main"	"УРОН В СЕКУНДУ ОСНОВНОЙ ЦЕЛИ:"
		"DOTA_Tooltip_ability_dark_ranger_magic_arrow_dps_secondary"	"УРОН В СЕКУНДУ ВТОРОСТЕПЕННОЙ ЦЕЛИ:"
		"DOTA_Tooltip_ability_dark_ranger_magic_arrow_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_modifier_dark_ranger_magic_arrow_all_target"	"Магическая Стрела"
		"DOTA_Tooltip_modifier_dark_ranger_magic_arrow_all_target_Description"	"Броня этого воина снижена, и он получает урон каждую секнду."

		"DOTA_Tooltip_ability_dark_ranger_spiked_charm"	"Шипастый Оберег"
		"DOTA_Tooltip_ability_dark_ranger_spiked_charm_Description"	"Вокруг Шеал на всех союзников распространяется аура, возвращающая атакующим врагам ближнего боя урон."
		"DOTA_Tooltip_ability_dark_ranger_spiked_charm_damage_return"	"%ВОЗВРАТ УРОНА:"

		"DOTA_Tooltip_modifier_dark_ranger_spiked_charm_aura"	"Шипастый Оберег"
		"DOTA_Tooltip_modifier_dark_ranger_spiked_charm_aura_Description"	"Этот воин возвращает урон."

		"DOTA_Tooltip_ability_dark_ranger_fury"	"Ярость"
		"DOTA_Tooltip_ability_dark_ranger_fury_Description"	"Темная Лучница получает допонительные здоровье, урон и дальность атаки, а чёрные стрелы не требуют маны."
		"DOTA_Tooltip_ability_dark_ranger_fury_bonus_damage"	"ДОПОЛНИТЕЛЬНЫЙ УРОН:"
		"DOTA_Tooltip_ability_dark_ranger_fury_bonus_range"	"ДОПОЛНИТЕЛЬНАЯ ДАЛЬНОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_dark_ranger_fury_bonus_health"	"ДОПОЛНИТЕЛЬНОЕ ЗДОРОВЬЕ:"
		"DOTA_Tooltip_ability_dark_ranger_fury_duration"	"ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_dark_ranger_fury"	"Ярость"

		"DOTA_Tooltip_ability_knight_illusions"	"Иллюзии"
		"DOTA_Tooltip_ability_knight_illusions_Description"	"Блaгoдapя cвoeмy Щитy, Рыцapь cпocoбeн coздaвaть иллюзopных двoйникoв. Вce зaклинaния, нaлoжeнныe нa гepoя, пpи этoм pacceивaютcя. К тoмy жe пepeд произнесением зaклинaния Щит нaнocит вceм вpaгaм в радиусе 350 единиц ypoн."
		"DOTA_Tooltip_ability_knight_illusions_images_count"	"КОЛИЧЕСТВО ИЛЛЮЗИЙ:"
		"DOTA_Tooltip_ability_knight_illusions_outgoing_damage_tooltip"	"%УРОН ИЛЛЮЗИЙ:"
		"DOTA_Tooltip_ability_knight_illusions_incoming_damage"	"%УРОН ПО ИЛЛЮЗИЯМ:"
		"DOTA_Tooltip_ability_knight_illusions_illusion_duration"	"ВРЕМЯ ЖИЗНИ ИЛЛЮЗИЙ:"
		"DOTA_Tooltip_ability_knight_illusions_bonus_damage"	"УРОН ПРИ ПРОИЗНЕСЕНИИ ЗАКЛИНАНИЯ:"		
		
		"DOTA_Tooltip_ability_knight_ancient_shield"	"Древний Щит"
		"DOTA_Tooltip_ability_knight_ancient_shield_Description"	"Рыцарь прячется за своим щитом. Заклинания наносят меньше урона. Также есть шанс в %reflect_chance%%% отразить дальнюю атаку противника, а неотраженные удары наносят меньше урона. Во время действия способности скорость передвижения Рыцаря снижается."
		"DOTA_Tooltip_ability_knight_ancient_shield_ranged_damage_reduction"	"%СНИЖЕНИЕ УРОНА ОТ ДАЛЬНИХ АТАК:"
		"DOTA_Tooltip_ability_knight_ancient_shield_bonus_magic_resistance"	"%ЗАЩИТА ОТ МАГИИ:"
		"DOTA_Tooltip_ability_knight_ancient_shield_movement_speed_reduction"	"%СНИЖЕНИЕ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"	

		"DOTA_Tooltip_modifier_ancient_shield"	"Древний Щит"
		
		"DOTA_Tooltip_ability_knight_dark_shield"	"Тёмный Щит"
		"DOTA_Tooltip_ability_knight_dark_shield_Description"	"Щит Рыцаря возвращает часть урона противникам ближнего боя."
		"DOTA_Tooltip_ability_knight_dark_shield_damage_return"	"%ВОЗВРАТ УРОНА:"		
		
		"DOTA_Tooltip_ability_knight_dark_gifts"	"Тёмные Дары"
		"DOTA_Tooltip_ability_knight_dark_gifts_Description"	"Щит Рыцаря дает дополнительные броню, скорость атаки и передвижения и защиту от магии. Способность действует на иллюзии Рыцаря."
		"DOTA_Tooltip_ability_knight_dark_gifts_bonus_movespeed_percentage"	"%ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_knight_dark_gifts_bonus_attackspeed"	"ДОПОЛНИТЕЛЬНАЯ СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_knight_dark_gifts_bonus_armor"	"ДОПОЛНИТЕЛЬНАЯ БРОНЯ:"		
		"DOTA_Tooltip_ability_knight_dark_gifts_immun_magic"	"%ЗАЩИТА ОТ МАГИИ:"
		"DOTA_Tooltip_ability_knight_dark_gifts_duration"	"ДЛИТЕЛЬНОСТЬ:"				

		"DOTA_Tooltip_modifier_knight_dark_gifts"	"Тёмные Дары"

		"DOTA_Tooltip_ability_ancient_priestess_surge_of_intelligence"	"Всплеск Интеллекта"
		"DOTA_Tooltip_ability_ancient_priestess_surge_of_intelligence_Description"	"Древняя Жрица наносит урон всем противикам в радиусе 500 единиц. Урон равен количеству интеллекта героя, умноженному на некоторое число. В урон входит только половина дополнительного интеллекта."
		"DOTA_Tooltip_ability_ancient_priestess_surge_of_intelligence_koef_damage"	"МНОЖИТЕЛЬ ИНТЕЛЛЕКТА:"			
		
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link"	"Эмпатия"
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link_Description"	"Уpoн, нaнeceнный любoмy из вoинoв, нa кoтopых вoздeйcтвoвaли этим зaклинaниeм, paвнoмepнo pacпpeдeляeтcя мeждy ocтaльными тaкими вoинaми. К тoмy жe, кaждый юнит c эмпaтиeй кaждyю ceкyндy пoлyчaeт дополнительную регенерацию здоровья."
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link_distribution_tooltip"	"%ПРОЦЕНТ РАСПРЕДЕЛЯЕМОГО УРОНА:"			
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link_max_unit"				"КОЛИЧЕСТВО ЦЕЛЕЙ:"		
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link_heal_value"	"РЕГЕНЕРАЦИЯ ЗДОРОВЬЯ:"			
		"DOTA_Tooltip_ability_ancient_priestess_spirit_link_duration"	"ДЛИТЕЛЬНОСТЬ:"	

		"DOTA_Tooltip_modifier_ancient_priestess_spirit_link"	"Эмпатия"
		"DOTA_Tooltip_modifier_ancient_priestess_spirit_link_Description" "Регенерация здоровья этого воина увеличена. Получаемый урон рапределяется между связанными юнитами."

		"DOTA_Tooltip_ability_ancient_priestess_mana_shield"	"Магический Щит"
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_Description"	"Coздaниe мaгичecкoгo щитa, oтpaжaющeгo часть нaнeceннoгo ypoнa зa cчeт мaны Жpицы."
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_damage_per_mana"	"УРОНА ЗА ЕДИНИЦУ МАНЫ:"
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_damage_per_mana_scepter"	"УРОНА ЗА ЕДИНИЦУ МАНЫ С ПОСОХОМ:"	
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_absorption_percent"	"%ПРОЦЕНТ ПОГЛОЩАЕМОГО УРОНА:"
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_absorption_percent_scepter"	"%ПРОЦЕНТ ПОГЛОЩАЕМОГО УРОНА С ПОСОХОМ:"			
		"DOTA_Tooltip_ability_ancient_priestess_mana_shield_aghanim_description"	"Увеличиваются процент поглощаемого урона и количество поглощаемого урона за единицу маны."

		"DOTA_Tooltip_modifier_ancient_priestess_mana_shield"	"Магический Щит"
		"DOTA_Tooltip_modifier_ancient_priestess_mana_shield_Description" "Ваш герой поглощает урон за ману."

		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection"	"Ритуал Защиты"
		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection_Description"	"Все союзники, находящиеся в радиусе %radius% единиц от Древней Жрицы, получают магический щит, способный заблокировать некоторое количество любого урона."
		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection_damage_absorb"	"ПОГЛОЩАЕМЫЙ УРОН:"	
		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection_damage_absorb_scepter"	"ПОГЛОЩАЕМЫЙ УРОН С ПОСОХОМ:"		
		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection_duration"				"ДЛИТЕЛЬНОСТЬ:"		
		"DOTA_Tooltip_ability_ancient_priestess_ritual_protection_aghanim_description"	"Увеличивается количество поглощаемого урона."

		"DOTA_Tooltip_modifier_ancient_priestess_ritual_protection"	"Ритуал Защиты"
		"DOTA_Tooltip_modifier_ancient_priestess_ritual_protection_Description" "Щит поглoтит еще %dMODIFIER_PROPERTY_TOOLTIP% урона."

		"DOTA_Tooltip_ability_lord_of_lightning_chain_lightning"	"Цепная Молния"
